fullName,country,politicalGroup,id,nationalPoliticalGroup,twitter_urls,officialURL,screen_name,GroupShort,screen_name_lower
Jaak MADISON,Estonia,Identity and Democracy Group,197493,Eesti Konservatiivne Rahvaerakond,https://twitter.com/jaakmadison,https://www.europarl.europa.eu/meps/en/197493,jaakmadison,ID,jaakmadison
Cristina MAESTRE MARTÍN DE ALMAGRO,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197719,Partido Socialista Obrero Español,https://twitter.com/crismaestre,https://www.europarl.europa.eu/meps/en/197719,crismaestre,S&D,crismaestre
Magid MAGID,United Kingdom,Group of the Greens/European Free Alliance,197812,Green Party,https://twitter.com/magicmagid,https://www.europarl.europa.eu/meps/en/197812,magicmagid,Greens–EFA,magicmagid
Pierfrancesco MAJORINO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197592,Partito Democratico,NA,https://www.europarl.europa.eu/meps/en/197592,NA,S&D,NA
Aušra MALDEIKIENĖ,Lithuania,Group of the European People's Party (Christian Democrats),197835,Independent,NA,https://www.europarl.europa.eu/meps/en/197835,NA,EPP,NA
Adriana MALDONADO LÓPEZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197735,Partido Socialista Obrero Español,https://twitter.com/_AMaldonado_,https://www.europarl.europa.eu/meps/en/197735,_AMaldonado_,S&D,_amaldonado_
Claudiu MANDA,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197653,Partidul Social Democrat,NA,https://www.europarl.europa.eu/meps/en/197653,NA,S&D,NA
Antonius MANDERS,Netherlands,Group of the European People's Party (Christian Democrats),4560,50 PLUS,NA,https://www.europarl.europa.eu/meps/en/4560,NA,EPP,NA
Lukas MANDL,Austria,Group of the European People's Party (Christian Democrats),190713,Österreichische Volkspartei,https://twitter.com/lukasmandl,https://www.europarl.europa.eu/meps/en/190713,lukasmandl,EPP,lukasmandl
Thierry MARIANI,France,Identity and Democracy Group,197623,Rassemblement national,https://twitter.com/thierrymariani,https://www.europarl.europa.eu/meps/en/197623,thierrymariani,ID,thierrymariani
Marian-Jean MARINESCU,Romania,Group of the European People's Party (Christian Democrats),33982,Partidul Naţional Liberal,NA,https://www.europarl.europa.eu/meps/en/33982,NA,EPP,NA
Erik MARQUARDT,Germany,Group of the Greens/European Free Alliance,197462,Bündnis 90/Die Grünen,https://twitter.com/erikmarquardt,https://www.europarl.europa.eu/meps/en/197462,erikmarquardt,Greens–EFA,erikmarquardt
L-Onor. Margarida MARQUES,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197638,Partido Socialista,https://twitter.com/mmargmarques,https://www.europarl.europa.eu/meps/en/197638,mmargmarques,S&D,mmargmarques
Pedro MARQUES,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197634,Partido Socialista,NA,https://www.europarl.europa.eu/meps/en/197634,NA,S&D,NA
Fulvio MARTUSCIELLO,Italy,Group of the European People's Party (Christian Democrats),124828,Forza Italia,NA,https://www.europarl.europa.eu/meps/en/124828,NA,EPP,NA
Marisa MATIAS,Portugal,Confederal Group of the European United Left - Nordic Green Left,96820,Bloco de Esquerda,https://twitter.com/mmatias_,https://www.europarl.europa.eu/meps/en/96820,mmatias_,GUE-NGL,mmatias_
Predrag Fred MATIĆ,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197441,Socijaldemokratska partija Hrvatske,https://twitter.com/fred_matic,https://www.europarl.europa.eu/meps/en/197441,fred_matic,S&D,fred_matic
Emmanuel MAUREL,France,Confederal Group of the European United Left - Nordic Green Left,24505,La France Insoumise,NA,https://www.europarl.europa.eu/meps/en/24505,NA,GUE-NGL,NA
Costas MAVRIDES,Cyprus,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124691,Democratic Party,https://twitter.com/MavridesCostas,https://www.europarl.europa.eu/meps/en/124691,MavridesCostas,S&D,mavridescostas
Radka MAXOVÁ,Czechia,Renew Europe Group,197522,ANO 2011,NA,https://www.europarl.europa.eu/meps/en/197522,NA,RE,NA
Eva MAYDELL,Bulgaria,Group of the European People's Party (Christian Democrats),98341,Citizens for European Development of Bulgaria,https://twitter.com/EvaMaydell,https://www.europarl.europa.eu/meps/en/98341,EvaMaydell,EPP,evamaydell
Georg MAYER,Austria,Identity and Democracy Group,38511,Freiheitliche Partei Österreichs,NA,https://www.europarl.europa.eu/meps/en/38511,NA,ID,NA
Beata MAZUREK,Poland,European Conservatives and Reformists Group,197538,Prawo i Sprawiedliwość,NA,https://www.europarl.europa.eu/meps/en/197538,NA,ECR,NA
Doktor Professor Liudas MAŽYLIS,Lithuania,Group of the European People's Party (Christian Democrats),197841,Tėvynės sąjunga-Lietuvos krikščionys demokratai,NA,https://www.europarl.europa.eu/meps/en/197841,NA,EPP,NA
Vangelis MEIMARAKIS,Greece,Group of the European People's Party (Christian Democrats),197662,Nea Demokratia,NA,https://www.europarl.europa.eu/meps/en/197662,NA,EPP,NA
Dace MELBĀRDE,Latvia,European Conservatives and Reformists Group,130256,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",NA,https://www.europarl.europa.eu/meps/en/130256,NA,ECR,NA
Karen MELCHIOR,Denmark,Renew Europe Group,197567,Det Radikale Venstre,https://twitter.com/karmel80,https://www.europarl.europa.eu/meps/en/197567,karmel80,RE,karmel80
Joëlle MÉLIN,France,Identity and Democracy Group,124765,Rassemblement national,https://twitter.com/joellemelinrn,https://www.europarl.europa.eu/meps/en/124765,joellemelinrn,ID,joellemelinrn
Nuno MELO,Portugal,Group of the European People's Party (Christian Democrats),96978,Partido do Centro Democrático Social-Partido Popular,NA,https://www.europarl.europa.eu/meps/en/96978,NA,EPP,NA
Roberta METSOLA,Malta,Group of the European People's Party (Christian Democrats),118859,Partit Nazzjonalista,https://twitter.com/RobertaMetsola,https://www.europarl.europa.eu/meps/en/118859,RobertaMetsola,EPP,robertametsola
Tilly METZ,Luxembourg,Group of the Greens/European Free Alliance,193292,Déi Gréng - Les Verts,NA,https://www.europarl.europa.eu/meps/en/193292,NA,Greens–EFA,NA
Jörg MEUTHEN,Germany,Identity and Democracy Group,190518,Alternative für Deutschland,NA,https://www.europarl.europa.eu/meps/en/190518,NA,ID,NA
Martina MICHELS,Germany,Confederal Group of the European United Left - Nordic Green Left,120478,DIE LINKE.,https://twitter.com/martina_michels,https://www.europarl.europa.eu/meps/en/120478,martina_michels,GUE-NGL,martina_michels
Iskra MIHAYLOVA,Bulgaria,Renew Europe Group,125128,Movement for Rights and Freedoms,NA,https://www.europarl.europa.eu/meps/en/125128,NA,RE,NA
Sven MIKSER,Estonia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197497,Sotsiaaldemokraatlik Erakond,NA,https://www.europarl.europa.eu/meps/en/197497,NA,S&D,NA
Giuseppe MILAZZO,Italy,Group of the European People's Party (Christian Democrats),197824,Forza Italia,https://twitter.com/giuseppemilaz11,https://www.europarl.europa.eu/meps/en/197824,giuseppemilaz11,EPP,giuseppemilaz11
Francisco José MILLÁN MON,Spain,Group of the European People's Party (Christian Democrats),28400,Partido Popular,NA,https://www.europarl.europa.eu/meps/en/28400,NA,EPP,NA
Leszek MILLER,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197540,Sojusz Lewicy Demokratycznej,https://twitter.com/LeszekMiller/status/456143806295855104,https://www.europarl.europa.eu/meps/en/197540,LeszekMiller/status/456143806295855104,S&D,leszekmiller/status/456143806295855104
Baroness Nosheena MOBARIK,United Kingdom,European Conservatives and Reformists Group,189391,Conservative Party,NA,https://www.europarl.europa.eu/meps/en/189391,NA,ECR,NA
Silvia MODIG,Finland,Confederal Group of the European United Left - Nordic Green Left,197805,Vasemmistoliitto,NA,https://www.europarl.europa.eu/meps/en/197805,NA,GUE-NGL,NA
Shaffaq MOHAMMED,United Kingdom,Renew Europe Group,197811,Liberal Democrats,https://twitter.com/shaffaqmohd,https://www.europarl.europa.eu/meps/en/197811,shaffaqmohd,RE,shaffaqmohd
Csaba MOLNÁR,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124722,Demokratikus Koalíció,NA,https://www.europarl.europa.eu/meps/en/124722,NA,S&D,NA
Cláudia MONTEIRO DE AGUIAR,Portugal,Group of the European People's Party (Christian Democrats),124734,Partido Social Democrata,NA,https://www.europarl.europa.eu/meps/en/124734,NA,EPP,NA
Brian MONTEITH,United Kingdom,Non-attached Members,197704,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197704,NA,"NA",NA
Dolors MONTSERRAT,Spain,Group of the European People's Party (Christian Democrats),197711,Partido Popular,https://twitter.com/dolorsmm,https://www.europarl.europa.eu/meps/en/197711,dolorsmm,EPP,dolorsmm
Claude MORAES,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4519,Labour Party,https://twitter.com/claude_moraes,https://www.europarl.europa.eu/meps/en/4519,claude_moraes,S&D,claude_moraes
Nadine MORANO,France,Group of the European People's Party (Christian Democrats),72779,Les Républicains,https://twitter.com/nadine__morano,https://www.europarl.europa.eu/meps/en/72779,nadine__morano,EPP,nadine__morano
Javier MORENO SÁNCHEZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,28347,Partido Socialista Obrero Español,NA,https://www.europarl.europa.eu/meps/en/28347,NA,S&D,NA
Alessandra MORETTI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124799,Partito Democratico,https://twitter.com/ale_moretti,https://www.europarl.europa.eu/meps/en/124799,ale_moretti,S&D,ale_moretti
Marlene MORTLER,Germany,Group of the European People's Party (Christian Democrats),197427,Christlich-Soziale Union in Bayern e.V.,NA,https://www.europarl.europa.eu/meps/en/197427,NA,EPP,NA
Dan-Ștefan MOTREANU,Romania,Group of the European People's Party (Christian Democrats),197647,Partidul Naţional Liberal,NA,https://www.europarl.europa.eu/meps/en/197647,NA,EPP,NA
Andżelika Anna MOŻDŻANOWSKA,Poland,European Conservatives and Reformists Group,197541,Prawo i Sprawiedliwość,NA,https://www.europarl.europa.eu/meps/en/197541,NA,ECR,NA
Ulrike MÜLLER,Germany,Renew Europe Group,124862,Freie Wähler,https://twitter.com/ulimuellermdep,https://www.europarl.europa.eu/meps/en/124862,ulimuellermdep,RE,ulimuellermdep
June Alison MUMMERY,United Kingdom,Non-attached Members,197603,The Brexit Party,https://twitter.com/june_mummery,https://www.europarl.europa.eu/meps/en/197603,june_mummery,"NA",june_mummery
Siegfried MUREŞAN,Romania,Group of the European People's Party (Christian Democrats),124802,Partidul Naţional Liberal,https://twitter.com/SMuresan,https://www.europarl.europa.eu/meps/en/124802,SMuresan,EPP,smuresan
Caroline NAGTEGAAL,Netherlands,Renew Europe Group,190519,Volkspartij voor Vrijheid en Democratie,https://twitter.com/c_nagtegaal,https://www.europarl.europa.eu/meps/en/190519,c_nagtegaal,RE,c_nagtegaal
Javier NART,Spain,Renew Europe Group,125005,Ciudadanos – Partido de la Ciudadanía,NA,https://www.europarl.europa.eu/meps/en/125005,NA,RE,NA
Lucy NETHSINGHA,United Kingdom,Renew Europe Group,197604,Liberal Democrats,https://twitter.com/lnethsingha,https://www.europarl.europa.eu/meps/en/197604,lnethsingha,RE,lnethsingha
Hannah NEUMANN,Germany,Group of the Greens/European Free Alliance,197464,Bündnis 90/Die Grünen,https://twitter.com/@Hannah_LBerg,https://www.europarl.europa.eu/meps/en/197464,@Hannah_LBerg,Greens–EFA,@hannah_lberg
Norbert NEUSER,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96844,Sozialdemokratische Partei Deutschlands,NA,https://www.europarl.europa.eu/meps/en/96844,NA,S&D,NA
Bill NEWTON DUNN,United Kingdom,Renew Europe Group,1394,Liberal Democrats,NA,https://www.europarl.europa.eu/meps/en/1394,NA,RE,NA
Dan NICA,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124784,Partidul Social Democrat,NA,https://www.europarl.europa.eu/meps/en/124784,NA,S&D,NA
Professor Doktor Angelika NIEBLER,Germany,Group of the European People's Party (Christian Democrats),4289,Christlich-Soziale Union in Bayern e.V.,https://twitter.com/ANiebler,https://www.europarl.europa.eu/meps/en/4289,ANiebler,EPP,aniebler
Luděk NIEDERMAYER,Czechia,Group of the European People's Party (Christian Democrats),124701,TOP 09 a Starostové,NA,https://www.europarl.europa.eu/meps/en/124701,NA,EPP,NA
Niklas NIENASS,Germany,Group of the Greens/European Free Alliance,197465,Bündnis 90/Die Grünen,https://twitter.com/nnienass,https://www.europarl.europa.eu/meps/en/197465,nnienass,Greens–EFA,nnienass
Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,197802,Vihreä liitto,https://twitter.com/villeniinisto,https://www.europarl.europa.eu/meps/en/197802,villeniinisto,Greens–EFA,villeniinisto
Lefteris NIKOLAOU-ALAVANOS,Greece,Non-attached Members,197734,Communist Party of Greece,NA,https://www.europarl.europa.eu/meps/en/197734,NA,"NA",NA
Maria NOICHL,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124836,Sozialdemokratische Partei Deutschlands,NA,https://www.europarl.europa.eu/meps/en/124836,NA,S&D,NA
Ljudmila NOVAK,Slovenia,Group of the European People's Party (Christian Democrats),28294,Nova Slovenija – Krščanski demokrati,NA,https://www.europarl.europa.eu/meps/en/28294,NA,EPP,NA
Andrey NOVAKOV,Bulgaria,Group of the European People's Party (Christian Democrats),107212,Citizens for European Development of Bulgaria,https://twitter.com/andreynovakov,https://www.europarl.europa.eu/meps/en/107212,andreynovakov,EPP,andreynovakov
Grace O'SULLIVAN,Ireland,Group of the Greens/European Free Alliance,197889,Green Party,https://twitter.com/GraceOSllvn,https://www.europarl.europa.eu/meps/en/197889,GraceOSllvn,Greens–EFA,graceosllvn
Janina OCHOJSKA,Poland,Group of the European People's Party (Christian Democrats),197542,Bezpartyjna,https://twitter.com/JaninaOchojska,https://www.europarl.europa.eu/meps/en/197542,JaninaOchojska,EPP,janinaochojska
Jan-Christoph OETJEN,Germany,Renew Europe Group,197432,Freie Demokratische Partei,https://twitter.com/jcoetjen,https://www.europarl.europa.eu/meps/en/197432,jcoetjen,RE,jcoetjen
Jan OLBRYCHT,Poland,Group of the European People's Party (Christian Democrats),28288,Platforma Obywatelska,http://twitter.com/JanOlbrycht,https://www.europarl.europa.eu/meps/en/28288,http://twitter.com/JanOlbrycht,EPP,http://twitter.com/janolbrycht
Juozas OLEKAS,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197838,Lietuvos socialdemokratų partija,NA,https://www.europarl.europa.eu/meps/en/197838,NA,S&D,NA
Philippe OLIVIER,France,Identity and Democracy Group,197687,Rassemblement national,NA,https://www.europarl.europa.eu/meps/en/197687,NA,ID,NA
Younous OMARJEE,France,Confederal Group of the European United Left - Nordic Green Left,30482,La France Insoumise,https://twitter.com/younousomarjee,https://www.europarl.europa.eu/meps/en/30482,younousomarjee,GUE-NGL,younousomarjee
Henrik OVERGAARD NIELSEN,United Kingdom,Non-attached Members,197712,The Brexit Party,https://twitter.com/brexithenrik,https://www.europarl.europa.eu/meps/en/197712,brexithenrik,"NA",brexithenrik
Urmas PAET,Estonia,Renew Europe Group,129073,Eesti Reformierakond,https://twitter.com/urmaspaet,https://www.europarl.europa.eu/meps/en/129073,urmaspaet,RE,urmaspaet
Maite PAGAZAURTUNDÚA,Spain,Renew Europe Group,125038,Delegación Ciudadanos Europeos,NA,https://www.europarl.europa.eu/meps/en/125038,NA,RE,NA
Rory PALMER,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,190099,Labour Party,https://twitter.com/rory_palmer,https://www.europarl.europa.eu/meps/en/190099,rory_palmer,S&D,rory_palmer
Alessandro PANZA,Italy,Identity and Democracy Group,99283,Lega,https://twitter.com/alepanzaoff,https://www.europarl.europa.eu/meps/en/99283,alepanzaoff,ID,alepanzaoff
Demetris PAPADAKIS,Cyprus,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124692,Movement for Social Democracy EDEK,NA,https://www.europarl.europa.eu/meps/en/124692,NA,S&D,NA
Kostas PAPADAKIS,Greece,Non-attached Members,125093,Communist Party of Greece,NA,https://www.europarl.europa.eu/meps/en/125093,NA,"NA",NA
Dimitrios PAPADIMOULIS,Greece,Confederal Group of the European United Left - Nordic Green Left,28586,Coalition of the Radical Left,https://twitter.com/papadimoulis,https://www.europarl.europa.eu/meps/en/28586,papadimoulis,GUE-NGL,papadimoulis
Aldo PATRICIELLO,Italy,Group of the European People's Party (Christian Democrats),36392,Forza Italia,https://twitter.com/PatricielloAldo,https://www.europarl.europa.eu/meps/en/36392,PatricielloAldo,EPP,patricielloaldo
Matthew PATTEN,United Kingdom,Non-attached Members,197620,The Brexit Party,https://twitter.com/math_patten,https://www.europarl.europa.eu/meps/en/197620,math_patten,"NA",math_patten
Jutta PAULUS,Germany,Group of the Greens/European Free Alliance,197466,Bündnis 90/Die Grünen,https://twitter.com/juttapaulusrlp,https://www.europarl.europa.eu/meps/en/197466,juttapaulusrlp,Greens–EFA,juttapaulusrlp
Piernicola PEDICINI,Italy,Non-attached Members,124844,Movimento 5 Stelle,https://twitter.com/PediciniM5S,https://www.europarl.europa.eu/meps/en/124844,PediciniM5S,"NA",pedicinim5s
Kris PEETERS,Belgium,Group of the European People's Party (Christian Democrats),197420,Christen-Democratisch & Vlaams,NA,https://www.europarl.europa.eu/meps/en/197420,NA,EPP,NA
Mauri PEKKARINEN,Finland,Renew Europe Group,197563,Suomen Keskusta,NA,https://www.europarl.europa.eu/meps/en/197563,NA,RE,NA
Mikuláš PEKSA,Czechia,Group of the Greens/European Free Alliance,197539,PIRÁTI,https://twitter.com/vonpecka,https://www.europarl.europa.eu/meps/en/197539,vonpecka,Greens–EFA,vonpecka
Anne-Sophie PELLETIER,France,Confederal Group of the European United Left - Nordic Green Left,197527,La France Insoumise,NA,https://www.europarl.europa.eu/meps/en/197527,NA,GUE-NGL,NA
Tsvetelina PENKOVA,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197845,Bulgarian Socialist Party,NA,https://www.europarl.europa.eu/meps/en/197845,NA,S&D,NA
Sandra PEREIRA,Portugal,Confederal Group of the European United Left - Nordic Green Left,197754,Partido Comunista Português,NA,https://www.europarl.europa.eu/meps/en/197754,NA,GUE-NGL,NA
Lídia PEREIRA,Portugal,Group of the European People's Party (Christian Democrats),197738,Partido Social Democrata,https://twitter.com/lidiafopereira,https://www.europarl.europa.eu/meps/en/197738,lidiafopereira,EPP,lidiafopereira
Kira Marie PETER-HANSEN,Denmark,Group of the Greens/European Free Alliance,197573,Socialistisk Folkeparti,https://twitter.com/kira_mph,https://www.europarl.europa.eu/meps/en/197573,kira_mph,Greens–EFA,kira_mph
Morten PETERSEN,Denmark,Renew Europe Group,124872,Det Radikale Venstre,https://twitter.com/mortenhelveg,https://www.europarl.europa.eu/meps/en/124872,mortenhelveg,RE,mortenhelveg
Alexandra Louise Rosenfield PHILLIPS,United Kingdom,Group of the Greens/European Free Alliance,197710,Green Party,https://twitter.com/alexforeurope,https://www.europarl.europa.eu/meps/en/197710,alexforeurope,Greens–EFA,alexforeurope
Alexandra Lesley PHILLIPS,United Kingdom,Non-attached Members,99461,The Brexit Party,https://twitter.com/brexitalex,https://www.europarl.europa.eu/meps/en/99461,brexitalex,"NA",brexitalex
Pina PICIERNO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124846,Partito Democratico,https://twitter.com/pinapic,https://www.europarl.europa.eu/meps/en/124846,pinapic,S&D,pinapic
Tonino PICULA,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,112744,Socijaldemokratska partija Hrvatske,NA,https://www.europarl.europa.eu/meps/en/112744,NA,S&D,NA
Markus PIEPER,Germany,Group of the European People's Party (Christian Democrats),28224,Christlich Demokratische Union Deutschlands,https://twitter.com/markuspiepermep,https://www.europarl.europa.eu/meps/en/28224,markuspiepermep,EPP,markuspiepermep
Sirpa PIETIKÄINEN,Finland,Group of the European People's Party (Christian Democrats),40599,Kansallinen Kokoomus,https://twitter.com/spietikainen,https://www.europarl.europa.eu/meps/en/40599,spietikainen,EPP,spietikainen
Sabrina PIGNEDOLI,Italy,Non-attached Members,197619,Movimento 5 Stelle,https://twitter.com/SabriPignedoli,https://www.europarl.europa.eu/meps/en/197619,SabriPignedoli,"NA",sabripignedoli
Manu PINEDA MARÍN,Spain,Confederal Group of the European United Left - Nordic Green Left,197828,Izquierda Unida,https://twitter.com/manu_abu_carlos,https://www.europarl.europa.eu/meps/en/197828,manu_abu_carlos,GUE-NGL,manu_abu_carlos
Maxette PIRBAKAS,France,Identity and Democracy Group,197629,Rassemblement national,NA,https://www.europarl.europa.eu/meps/en/197629,NA,ID,NA
Kati PIRI,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,37229,Partij van de Arbeid,https://twitter.com/KatiPiri,https://www.europarl.europa.eu/meps/en/37229,KatiPiri,S&D,katipiri
Giuliano PISAPIA,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197590,Partito Democratico,https://twitter.com/giulianopisapia,https://www.europarl.europa.eu/meps/en/197590,giulianopisapia,S&D,giulianopisapia
Dragoș PÎSLARU,Romania,Renew Europe Group,197663,"Partidul Libertate, Unitate și Solidaritate",NA,https://www.europarl.europa.eu/meps/en/197663,NA,RE,NA
Manuel PIZARRO,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197732,Partido Socialista,NA,https://www.europarl.europa.eu/meps/en/197732,NA,S&D,NA
Rovana PLUMB,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,38595,Partidul Social Democrat,NA,https://www.europarl.europa.eu/meps/en/38595,NA,S&D,NA
Stanislav POLČÁK,Czechia,Group of the European People's Party (Christian Democrats),124704,Starostové a nezávisli,https://twitter.com/stanislavpolcak,https://www.europarl.europa.eu/meps/en/124704,stanislavpolcak,EPP,stanislavpolcak
Jessica POLFJÄRD,Sweden,Group of the European People's Party (Christian Democrats),197404,Moderaterna,NA,https://www.europarl.europa.eu/meps/en/197404,NA,EPP,NA
Peter POLLÁK,Slovakia,Group of the European People's Party (Christian Democrats),197765,Obyčajní ľudia a nezávislé osobnosti,NA,https://www.europarl.europa.eu/meps/en/197765,NA,EPP,NA
Tomasz Piotr PORĘBA,Poland,European Conservatives and Reformists Group,96801,Prawo i Sprawiedliwość,NA,https://www.europarl.europa.eu/meps/en/96801,NA,ECR,NA
Luisa PORRITT,United Kingdom,Renew Europe Group,197700,Liberal Democrats,https://twitter.com/LuisaPorritt,https://www.europarl.europa.eu/meps/en/197700,LuisaPorritt,RE,luisaporritt
Jiří POSPÍŠIL,Czechia,Group of the European People's Party (Christian Democrats),125706,TOP 09 a Starostové,https://twitter.com/Pospisil_Jiri,https://www.europarl.europa.eu/meps/en/125706,Pospisil_Jiri,EPP,pospisil_jiri
Nicola PROCACCINI,Italy,European Conservatives and Reformists Group,197820,Fratelli d'Italia,NA,https://www.europarl.europa.eu/meps/en/197820,NA,ECR,NA
Jake PUGH,United Kingdom,Non-attached Members,197813,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197813,NA,"NA",NA
Miroslav RADAČOVSKÝ,Slovakia,Non-attached Members,197764,Independent,NA,https://www.europarl.europa.eu/meps/en/197764,NA,"NA",NA
Emil RADEV,Bulgaria,Group of the European People's Party (Christian Democrats),124850,Citizens for European Development of Bulgaria,https://twitter.com/emil_radev,https://www.europarl.europa.eu/meps/en/124850,emil_radev,EPP,emil_radev
Dennis RADTKE,Germany,Group of the European People's Party (Christian Democrats),188945,Christlich Demokratische Union Deutschlands,https://twitter.com/RadtkeMdEP,https://www.europarl.europa.eu/meps/en/188945,RadtkeMdEP,EPP,radtkemdep
Samira RAFAELA,Netherlands,Renew Europe Group,197868,Democraten 66,NA,https://www.europarl.europa.eu/meps/en/197868,NA,RE,NA
Elżbieta RAFALSKA,Poland,European Conservatives and Reformists Group,197544,Prawo i Sprawiedliwość,https://twitter.com/e_rafalska,https://www.europarl.europa.eu/meps/en/197544,e_rafalska,ECR,e_rafalska
Paulo RANGEL,Portugal,Group of the European People's Party (Christian Democrats),96903,Partido Social Democrata,https://twitter.com/paulorangel_pt,https://www.europarl.europa.eu/meps/en/96903,paulorangel_pt,EPP,paulorangel_pt
Annunziata Mary REES-MOGG,United Kingdom,Non-attached Members,197612,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/197612,NA,"NA",NA
Luisa REGIMENTI,Italy,Identity and Democracy Group,197790,Lega,NA,https://www.europarl.europa.eu/meps/en/197790,NA,ID,NA
Evelyn REGNER,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96998,Sozialdemokratische Partei Österreichs,https://twitter.com/Evelyn_Regner,https://www.europarl.europa.eu/meps/en/96998,Evelyn_Regner,S&D,evelyn_regner
Sira REGO,Spain,Confederal Group of the European United Left - Nordic Green Left,197681,Izquierda Unida,https://twitter.com/SIRAREGO,https://www.europarl.europa.eu/meps/en/197681,SIRAREGO,GUE-NGL,sirarego
Guido REIL,Germany,Identity and Democracy Group,197488,Alternative für Deutschland,NA,https://www.europarl.europa.eu/meps/en/197488,NA,ID,NA
Terry REINTKE,Germany,Group of the Greens/European Free Alliance,103381,Bündnis 90/Die Grünen,https://twitter.com/TerryReintke,https://www.europarl.europa.eu/meps/en/103381,TerryReintke,Greens–EFA,terryreintke
Karlo RESSLER,Croatia,Group of the European People's Party (Christian Democrats),197413,Hrvatska demokratska zajednica,NA,https://www.europarl.europa.eu/meps/en/197413,NA,EPP,NA
Diana RIBA I GINER,Spain,Group of the Greens/European Free Alliance,197832,Esquerra Republicana de Catalunya,https://twitter.com/DianaRibaGiner,https://www.europarl.europa.eu/meps/en/197832,DianaRibaGiner,Greens–EFA,dianaribaginer
